PID,category,subcategory,date
FUR_TA10003569,Furniture,Tables,9/9/2013
TEC_PH10002807,Technology,Phones,11/25/2014
OFF_BI10001597,Office Supplies,Binders,11/25/2014
OFF_EN10003296,Office Supplies,Envelopes,5/14/2014
OFF_BI10004632,Office Supplies,Binders,5/14/2014
TEC_PH10002310,Technology,Phones,5/14/2014
OFF_ST10000078,Office Supplies,Storage,5/14/2014
OFF_PA10001752,Office Supplies,Paper,5/14/2014
OFF_AP10000026,Office Supplies,Appliances,4/24/2014
OFF_SU10002573,Office Supplies,Supplies,4/24/2014
OFF_PA10000349,Office Supplies,Paper,5/6/2013
TEC_MA10003356,Technology,Machines,5/6/2013
FUR_BO10000362,Furniture,Bookcases,5/6/2013
FUR_FU10003878,Furniture,Furnishings,5/6/2013
OFF_BI10000591,Office Supplies,Binders,12/16/2011
OFF_AR10003727,Office Supplies,Art,5/3/2013
TEC_AC10001635,Technology,Accessories,11/25/2011
OFF_LA10001317,Office Supplies,Labels,11/25/2011
FUR_TA10000577,Furniture,Tables,11/25/2011
OFF_LA10000248,Office Supplies,Labels,11/25/2011
OFF_PA10000955,Office Supplies,Paper,11/25/2011
FUR_FU10000221,Furniture,Furnishings,11/25/2011
FUR_CH10002304,Furniture,Chairs,4/29/2013
FUR_CH10004886,Furniture,Chairs,3/5/2011
OFF_BI10001525,Office Supplies,Binders,3/5/2011
OFF_LA10003663,Office Supplies,Labels,2/4/2014
OFF_BI10001294,Office Supplies,Binders,2/4/2014
OFF_AR10000369,Office Supplies,Art,12/23/2014
TEC_PH10001300,Technology,Phones,12/23/2014
OFF_ST10000876,Office Supplies,Storage,12/23/2014
OFF_LA10001404,Office Supplies,Labels,12/23/2014
OFF_PA10001972,Office Supplies,Paper,3/12/2011
TEC_CO10004722,Technology,Copiers,10/23/2014
TEC_PH10001494,Technology,Phones,10/23/2014
OFF_EN10002500,Office Supplies,Envelopes,10/23/2014
TEC_PH10003800,Technology,Phones,10/23/2014
TEC_AC10002399,Technology,Accessories,11/14/2014
TEC_MA10002210,Technology,Machines,11/14/2014
OFF_BI10003196,Office Supplies,Binders,11/14/2014
OFF_PA10000477,Office Supplies,Paper,9/15/2012
FUR_FU10000076,Furniture,Furnishings,5/16/2014
FUR_CH10002017,Furniture,Chairs,5/16/2014
FUR_CH10004287,Furniture,Chairs,5/16/2014
FUR_FU10003829,Furniture,Furnishings,5/7/2012
OFF_BI10004728,Office Supplies,Binders,5/7/2012
OFF_ST10000046,Office Supplies,Storage,8/15/2012
OFF_PA10000697,Office Supplies,Paper,6/13/2014
OFF_BI10000848,Office Supplies,Binders,6/13/2014
OFF_AR10004691,Office Supplies,Art,6/13/2014
FUR_CH10000595,Furniture,Chairs,6/13/2014
TEC_AC10000927,Technology,Accessories,2/20/2012
OFF_PA10001289,Office Supplies,Paper,12/30/2013
TEC_PH10003092,Technology,Phones,4/18/2013
FUR_FU10000206,Furniture,Furnishings,4/18/2013
FUR_FU10004270,Furniture,Furnishings,7/9/2011
OFF_BI10000948,Office Supplies,Binders,7/9/2011
OFF_PA10000223,Office Supplies,Paper,7/9/2011
FUR_FU10004665,Furniture,Furnishings,7/9/2011
TEC_PH10000215,Technology,Phones,7/9/2011
FUR_BO10004467,Furniture,Bookcases,2/10/2013
OFF_BI10000829,Office Supplies,Binders,9/18/2014
OFF_BI10003712,Office Supplies,Binders,9/18/2014
OFF_PA10000062,Office Supplies,Paper,9/18/2014
FUR_BO10003404,Furniture,Bookcases,9/18/2014
OFF_BI10004233,Office Supplies,Binders,9/18/2014
OFF_ST10001272,Office Supplies,Storage,9/18/2014
OFF_LA10001175,Office Supplies,Labels,9/18/2014
OFF_EN10004030,Office Supplies,Envelopes,8/17/2013
FUR_CH10004287,Furniture,Chairs,12/24/2012
TEC_PH10002834,Technology,Phones,3/12/2014
OFF_EN10003055,Office Supplies,Envelopes,3/12/2014
OFF_BI10003460,Office Supplies,Binders,4/15/2014
OFF_LA10001569,Office Supplies,Labels,2/5/2013
FUR_TA10004534,Furniture,Tables,2/5/2013
OFF_BI10002954,Office Supplies,Binders,2/5/2013
TEC_AC10003832,Technology,Accessories,2/10/2013
OFF_PA10000474,Office Supplies,Paper,2/10/2013
FUR_CH10002774,Furniture,Chairs,8/25/2012
OFF_AP10002765,Office Supplies,Appliances,8/25/2012
OFF_PA10001144,Office Supplies,Paper,9/9/2011
FUR_CH10003761,Furniture,Chairs,9/9/2011
OFF_PA10004665,Office Supplies,Paper,9/9/2011
OFF_ST10000078,Office Supplies,Storage,9/9/2011
OFF_PA10000357,Office Supplies,Paper,4/12/2014
OFF_AR10000422,Office Supplies,Art,3/12/2014
OFF_AP10001205,Office Supplies,Appliances,3/12/2014
OFF_BI10001116,Office Supplies,Binders,6/21/2011
OFF_BI10002931,Office Supplies,Binders,6/21/2011
OFF_BI10000546,Office Supplies,Binders,1/22/2014
TEC_AC10002049,Technology,Accessories,1/22/2014
OFF_BI10001196,Office Supplies,Binders,1/22/2014
TEC_MA10002981,Technology,Machines,1/22/2014
TEC_PH10003601,Technology,Phones,1/22/2014
OFF_BI10000632,Office Supplies,Binders,6/30/2014
OFF_EN10003055,Office Supplies,Envelopes,7/9/2013
OFF_BI10001031,Office Supplies,Binders,7/9/2013
OFF_BI10002003,Office Supplies,Binders,5/8/2013
OFF_PA10003016,Office Supplies,Paper,11/14/2012
OFF_AR10004582,Office Supplies,Art,2/7/2011
OFF_BI10004364,Office Supplies,Binders,5/12/2014
OFF_PA10002246,Office Supplies,Paper,3/9/2013
TEC_PH10002890,Technology,Phones,3/9/2013
FUR_FU10001475,Furniture,Furnishings,1/22/2013
FUR_FU10004270,Furniture,Furnishings,10/15/2011
OFF_PA10003465,Office Supplies,Paper,7/2/2013
TEC_MA10003626,Technology,Machines,3/18/2011
TEC_MA10002412,Technology,Machines,3/18/2011
OFF_PA10001804,Office Supplies,Paper,3/18/2011
OFF_AR10003183,Office Supplies,Art,3/18/2011
FUR_FU10004270,Furniture,Furnishings,3/18/2011
OFF_FA10003112,Office Supplies,Fasteners,3/18/2011
FUR_FU10001986,Furniture,Furnishings,3/18/2011
OFF_PA10002319,Office Supplies,Paper,5/24/2011
TEC_AC10002323,Technology,Accessories,7/14/2014
OFF_SU10001165,Office Supplies,Supplies,6/17/2014
OFF_PA10001246,Office Supplies,Paper,6/17/2014
OFF_PA10001815,Office Supplies,Paper,6/17/2014
FUR_FU10001876,Furniture,Furnishings,1/30/2012
TEC_MA10000488,Technology,Machines,1/30/2012
OFF_BI10001098,Office Supplies,Binders,11/12/2012
FUR_FU10003577,Furniture,Furnishings,10/10/2014
OFF_AR10002656,Office Supplies,Art,2/8/2014
TEC_PH10004531,Technology,Phones,4/25/2011
OFF_AR10003251,Office Supplies,Art,1/12/2012
TEC_PH10000673,Technology,Phones,4/12/2011
TEC_AC10000158,Technology,Accessories,2/9/2014
TEC_PH10002075,Technology,Phones,7/9/2011
OFF_ST10004340,Office Supplies,Storage,12/22/2014
FUR_FU10002759,Furniture,Furnishings,6/12/2011
OFF_FA10000585,Office Supplies,Fasteners,4/11/2011
OFF_AP10004859,Office Supplies,Appliances,4/11/2011
OFF_ST10001558,Office Supplies,Storage,4/15/2013
OFF_LA10004689,Office Supplies,Labels,4/10/2011
OFF_BI10002867,Office Supplies,Binders,4/10/2011
TEC_PH10003811,Technology,Phones,8/11/2014
FUR_TA10000849,Furniture,Tables,8/11/2014
OFF_BI10000848,Office Supplies,Binders,12/23/2014
TEC_PH10003072,Technology,Phones,12/23/2014
OFF_AR10001547,Office Supplies,Art,2/14/2014
TEC_AC10001838,Technology,Accessories,2/14/2014
FUR_FU10004017,Furniture,Furnishings,2/14/2014
TEC_PH10002923,Technology,Phones,2/7/2011
OFF_AR10000716,Office Supplies,Art,2/7/2011
OFF_PA10000249,Office Supplies,Paper,2/21/2012
TEC_PH10003691,Technology,Phones,11/13/2012
OFF_PA10001560,Office Supplies,Paper,11/13/2012
FUR_BO10004467,Furniture,Bookcases,11/13/2012
TEC_PH10001819,Technology,Phones,11/13/2012
OFF_SU10000157,Office Supplies,Supplies,4/17/2014
TEC_AC10004227,Technology,Accessories,4/17/2014
OFF_EN10003134,Office Supplies,Envelopes,2/25/2013
FUR_FU10004671,Furniture,Furnishings,4/11/2011
FUR_FU10002253,Furniture,Furnishings,6/20/2012
TEC_PH10002726,Technology,Phones,6/20/2012
TEC_AC10004571,Technology,Accessories,8/8/2014
FUR_TA10002228,Furniture,Tables,5/17/2011
TEC_AC10004127,Technology,Accessories,11/22/2012
OFF_BI10001553,Office Supplies,Binders,4/12/2012
FUR_CH10002758,Furniture,Chairs,6/14/2011
OFF_ST10000532,Office Supplies,Storage,8/8/2011
FUR_CH10000988,Furniture,Chairs,5/26/2011
OFF_AR10003251,Office Supplies,Art,4/17/2012
TEC_AC10003174,Technology,Accessories,4/17/2012
TEC_PH10002310,Technology,Phones,4/17/2012
OFF_AP10002651,Office Supplies,Appliances,4/17/2012
OFF_PA10001184,Office Supplies,Paper,4/17/2012
TEC_AC10002402,Technology,Accessories,6/14/2013
FUR_FU10004270,Furniture,Furnishings,3/16/2013
OFF_ST10001526,Office Supplies,Storage,3/16/2013
OFF_PA10002893,Office Supplies,Paper,5/26/2011
TEC_AC10003709,Technology,Accessories,10/13/2014
OFF_BI10001191,Office Supplies,Binders,10/13/2014
OFF_BI10003166,Office Supplies,Binders,6/23/2014
OFF_BI10003982,Office Supplies,Binders,6/23/2014
OFF_ST10004835,Office Supplies,Storage,6/23/2014
OFF_AP10000159,Office Supplies,Appliances,1/16/2014
OFF_AP10002945,Office Supplies,Appliances,1/16/2014
OFF_AP10001242,Office Supplies,Appliances,2/4/2012
TEC_AC10003038,Technology,Accessories,2/4/2012
TEC_AC10003289,Technology,Accessories,2/4/2012
OFF_ST10000918,Office Supplies,Storage,4/9/2013
FUR_FU10001940,Furniture,Furnishings,11/12/2014
OFF_BI10002852,Office Supplies,Binders,11/23/2013
OFF_PA10004451,Office Supplies,Paper,11/19/2014
OFF_ST10004804,Office Supplies,Storage,10/22/2013
OFF_AP10003971,Office Supplies,Appliances,12/21/2012
FUR_BO10003159,Furniture,Bookcases,7/17/2012
FUR_FU10001935,Furniture,Furnishings,1/5/2014
TEC_AC10003433,Technology,Accessories,1/5/2014
OFF_LA10004544,Office Supplies,Labels,7/5/2014
OFF_AR10001026,Office Supplies,Art,11/21/2014
TEC_PH10001336,Technology,Phones,11/17/2013
TEC_PH10003187,Technology,Phones,6/11/2013
TEC_PH10004897,Technology,Phones,10/10/2013
FUR_CH10004997,Furniture,Chairs,9/21/2012
OFF_FA10002763,Office Supplies,Fasteners,9/21/2012
FUR_FU10001588,Furniture,Furnishings,2/12/2011
OFF_AR10000940,Office Supplies,Art,2/12/2011
FUR_FU10002759,Furniture,Furnishings,2/12/2011
OFF_AP10000358,Office Supplies,Appliances,9/21/2011
OFF_AP10003281,Office Supplies,Appliances,9/21/2011
OFF_PA10000029,Office Supplies,Paper,9/21/2011
TEC_PH10001557,Technology,Phones,4/17/2011
TEC_PH10000576,Technology,Phones,4/17/2011
OFF_BI10002764,Office Supplies,Binders,4/17/2011
FUR_BO10001337,Furniture,Bookcases,4/17/2011
OFF_AR10002257,Office Supplies,Art,10/21/2014
OFF_PA10001019,Office Supplies,Paper,10/21/2014
OFF_BI10003364,Office Supplies,Binders,10/21/2014
TEC_PH10000984,Technology,Phones,10/26/2013
OFF_AR10001683,Office Supplies,Art,1/11/2012
FUR_FU10000629,Furniture,Furnishings,4/11/2014
OFF_PA10003893,Office Supplies,Paper,5/16/2012
OFF_PA10004239,Office Supplies,Paper,5/16/2012
FUR_CH10000553,Furniture,Chairs,7/9/2012
OFF_FA10004395,Office Supplies,Fasteners,7/25/2012
OFF_PA10004782,Office Supplies,Paper,7/25/2012
FUR_BO10002213,Furniture,Bookcases,7/25/2012
FUR_CH10001854,Furniture,Chairs,7/25/2012
OFF_PA10000157,Office Supplies,Paper,11/16/2012
FUR_FU10001185,Furniture,Furnishings,11/16/2012
FUR_TA10001520,Furniture,Tables,11/16/2012
TEC_AC10004145,Technology,Accessories,11/16/2012
FUR_TA10000688,Furniture,Tables,11/16/2012
OFF_BI10001510,Office Supplies,Binders,1/9/2012
FUR_CH10003817,Furniture,Chairs,1/9/2012
FUR_FU10000308,Furniture,Furnishings,1/9/2012
OFF_ST10003208,Office Supplies,Storage,1/9/2012
OFF_BI10003784,Office Supplies,Binders,6/5/2013
FUR_TA10003748,Furniture,Tables,6/5/2013
TEC_PH10002563,Technology,Phones,1/1/2014
OFF_AR10000122,Office Supplies,Art,9/19/2014
OFF_ST10000352,Office Supplies,Storage,9/19/2014
OFF_PA10003270,Office Supplies,Paper,9/25/2011
FUR_BO10003272,Furniture,Bookcases,9/25/2011
OFF_BI10002982,Office Supplies,Binders,9/25/2011
OFF_EN10001509,Office Supplies,Envelopes,9/25/2011
OFF_PA10002421,Office Supplies,Paper,4/24/2013
OFF_ST10000760,Office Supplies,Storage,4/24/2013
OFF_PA10002923,Office Supplies,Paper,4/24/2013
OFF_ST10001128,Office Supplies,Storage,1/11/2011
TEC_PH10000673,Technology,Phones,1/11/2011
OFF_AR10001547,Office Supplies,Art,1/2/2014
OFF_BI10001890,Office Supplies,Binders,1/2/2014
OFF_AP10003971,Office Supplies,Appliances,11/17/2014
OFF_PA10000520,Office Supplies,Paper,11/17/2014
OFF_BI10000977,Office Supplies,Binders,11/17/2014
TEC_MA10002178,Technology,Machines,6/13/2013
OFF_ST10001526,Office Supplies,Storage,3/9/2012
FUR_CH10003379,Furniture,Chairs,3/14/2011
OFF_PA10000100,Office Supplies,Paper,1/9/2014
OFF_ST10001809,Office Supplies,Storage,3/24/2014
TEC_AC10000387,Technology,Accessories,5/19/2014
FUR_CH10004853,Furniture,Chairs,12/28/2013
OFF_AR10001958,Office Supplies,Art,11/18/2014
OFF_BI10003527,Office Supplies,Binders,9/16/2014
FUR_FU10003832,Furniture,Furnishings,4/16/2014
OFF_BI10001359,Office Supplies,Binders,4/16/2014
OFF_BI10002976,Office Supplies,Binders,4/12/2013
OFF_ST10000736,Office Supplies,Storage,3/6/2013
OFF_PA10001745,Office Supplies,Paper,12/18/2014
FUR_FU10000409,Furniture,Furnishings,3/20/2013
FUR_FU10000221,Furniture,Furnishings,3/20/2013
OFF_ST10000344,Office Supplies,Storage,8/21/2014
OFF_LA10003663,Office Supplies,Labels,1/8/2014
FUR_CH10001215,Furniture,Chairs,8/27/2013
FUR_CH10000988,Furniture,Chairs,8/16/2013
TEC_AC10003441,Technology,Accessories,5/20/2014
TEC_PH10004389,Technology,Phones,5/20/2014
FUR_BO10004695,Furniture,Bookcases,5/20/2014
OFF_PA10000100,Office Supplies,Paper,5/20/2014
OFF_PA10000223,Office Supplies,Paper,8/13/2014
OFF_ST10001325,Office Supplies,Storage,8/14/2014
OFF_AP10004249,Office Supplies,Appliances,8/14/2014
OFF_AR10000588,Office Supplies,Art,8/14/2014
OFF_SU10000946,Office Supplies,Supplies,8/14/2014
OFF_SU10001225,Office Supplies,Supplies,11/11/2013
OFF_ST10001558,Office Supplies,Storage,11/11/2013
FUR_FU10001546,Furniture,Furnishings,6/13/2014
OFF_PA10002581,Office Supplies,Paper,3/22/2011
FUR_CH10001482,Furniture,Chairs,3/22/2011
OFF_AR10002399,Office Supplies,Art,6/16/2014
OFF_ST10001963,Office Supplies,Storage,11/17/2014
OFF_FA10002988,Office Supplies,Fasteners,12/30/2014
FUR_CH10004289,Furniture,Chairs,1/21/2013
FUR_CH10000785,Furniture,Chairs,1/21/2013
OFF_EN10003040,Office Supplies,Envelopes,1/15/2013
OFF_AR10001573,Office Supplies,Art,1/15/2013
TEC_AC10000844,Technology,Accessories,1/15/2013
OFF_BI10000756,Office Supplies,Binders,9/20/2013
OFF_SU10000381,Office Supplies,Supplies,9/20/2013
OFF_BI10004094,Office Supplies,Binders,2/22/2011
FUR_FU10001852,Furniture,Furnishings,11/17/2013
OFF_BI10000014,Office Supplies,Binders,1/30/2013
FUR_CH10003396,Furniture,Chairs,10/19/2013
OFF_AR10003811,Office Supplies,Art,12/19/2014
OFF_PA10003172,Office Supplies,Paper,12/19/2014
OFF_PA10000289,Office Supplies,Paper,12/19/2014
OFF_PA10000791,Office Supplies,Paper,3/11/2014
FUR_CH10002304,Furniture,Chairs,1/5/2011
OFF_BI10000136,Office Supplies,Binders,1/5/2011
OFF_PA10003739,Office Supplies,Paper,10/24/2014
OFF_PA10002479,Office Supplies,Paper,10/24/2014
FUR_FU10000771,Furniture,Furnishings,10/24/2014
TEC_PH10001552,Technology,Phones,10/24/2014
OFF_AR10001915,Office Supplies,Art,3/4/2011
TEC_CO10000971,Technology,Copiers,4/1/2013
FUR_CH10004086,Furniture,Chairs,4/26/2012
TEC_CO10000971,Technology,Copiers,9/17/2012
OFF_LA10001317,Office Supplies,Labels,9/17/2012
OFF_PA10003656,Office Supplies,Paper,9/16/2014
OFF_PA10002160,Office Supplies,Paper,6/13/2013
OFF_PA10000575,Office Supplies,Paper,2/7/2013
FUR_CH10003981,Furniture,Chairs,2/7/2013
OFF_ST10002615,Office Supplies,Storage,9/26/2011
OFF_PA10000327,Office Supplies,Paper,4/11/2014
OFF_ST10001325,Office Supplies,Storage,4/11/2014
OFF_LA10001771,Office Supplies,Labels,4/11/2014
OFF_FA10004968,Office Supplies,Fasteners,2/20/2014
OFF_AP10000576,Office Supplies,Appliances,5/11/2012
OFF_EN10003286,Office Supplies,Envelopes,6/16/2011
OFF_AR10003772,Office Supplies,Art,6/16/2011
OFF_BI10002852,Office Supplies,Binders,6/16/2011
TEC_PH10002890,Technology,Phones,10/17/2012
OFF_BI10001308,Office Supplies,Binders,10/17/2012
TEC_PH10001750,Technology,Phones,10/17/2012
OFF_AR10003338,Office Supplies,Art,8/28/2014
OFF_FA10002763,Office Supplies,Fasteners,11/24/2013
FUR_FU10002088,Furniture,Furnishings,11/24/2013
FUR_FU10003976,Furniture,Furnishings,11/24/2013
OFF_ST10001511,Office Supplies,Storage,1/31/2014
OFF_BI10000301,Office Supplies,Binders,3/12/2012
OFF_FA10003495,Office Supplies,Fasteners,4/7/2011
OFF_AP10001303,Office Supplies,Appliances,2/9/2011
FUR_FU10002116,Furniture,Furnishings,2/9/2011
FUR_FU10000771,Furniture,Furnishings,7/15/2014
OFF_AR10002255,Office Supplies,Art,5/6/2014
OFF_BI10004995,Office Supplies,Binders,10/20/2014
FUR_FU10002597,Furniture,Furnishings,11/19/2014
OFF_BI10004970,Office Supplies,Binders,8/8/2012
OFF_BI10002557,Office Supplies,Binders,8/8/2012
FUR_CH10000785,Furniture,Chairs,8/8/2012
TEC_PH10002310,Technology,Phones,7/12/2013
TEC_PH10002834,Technology,Phones,7/12/2013
OFF_EN10000927,Office Supplies,Envelopes,7/12/2013
OFF_BI10001636,Office Supplies,Binders,7/12/2013
OFF_PA10001736,Office Supplies,Paper,7/12/2013
OFF_PA10000482,Office Supplies,Paper,7/12/2013
OFF_BI10001658,Office Supplies,Binders,7/12/2013
FUR_CH10000422,Furniture,Chairs,1/4/2014
FUR_CH10004675,Furniture,Chairs,1/4/2014
FUR_CH10002880,Furniture,Chairs,1/4/2014
OFF_ST10000675,Office Supplies,Storage,11/20/2014
FUR_FU10002685,Furniture,Furnishings,11/20/2014
FUR_FU10004020,Furniture,Furnishings,5/11/2013
FUR_FU10004963,Furniture,Furnishings,12/15/2014
OFF_BI10000174,Office Supplies,Binders,12/15/2014
OFF_EN10000461,Office Supplies,Envelopes,12/15/2014
TEC_AC10001266,Technology,Accessories,11/13/2014
OFF_PA10002160,Office Supplies,Paper,11/13/2014
FUR_CH10004875,Furniture,Chairs,11/13/2014
FUR_FU10000305,Furniture,Furnishings,11/13/2014
TEC_PH10000347,Technology,Phones,11/13/2014
TEC_PH10001459,Technology,Phones,11/13/2014
TEC_PH10000439,Technology,Phones,8/19/2013
FUR_CH10002647,Furniture,Chairs,5/7/2014
OFF_BI10003910,Office Supplies,Binders,5/5/2014
OFF_BI10001097,Office Supplies,Binders,12/24/2012
OFF_FA10004854,Office Supplies,Fasteners,12/24/2012
OFF_PA10003673,Office Supplies,Paper,2/5/2014
OFF_LA10002034,Office Supplies,Labels,2/5/2014
FUR_CH10002774,Furniture,Chairs,12/17/2014
FUR_CH10003817,Furniture,Chairs,12/17/2014
OFF_BI10002949,Office Supplies,Binders,12/17/2014
FUR_FU10002445,Furniture,Furnishings,12/17/2014
FUR_FU10001473,Furniture,Furnishings,12/27/2011
OFF_ST10002562,Office Supplies,Storage,12/27/2011
OFF_AP10002118,Office Supplies,Appliances,7/11/2014
OFF_PA10001800,Office Supplies,Paper,7/11/2014
OFF_BI10002827,Office Supplies,Binders,7/11/2014
FUR_FU10004671,Furniture,Furnishings,7/11/2014
OFF_ST10000736,Office Supplies,Storage,7/11/2014
OFF_BI10004656,Office Supplies,Binders,12/17/2014
FUR_TA10001095,Furniture,Tables,7/5/2012
OFF_PA10000213,Office Supplies,Paper,7/5/2012
FUR_CH10001797,Furniture,Chairs,5/12/2014
OFF_ST10002214,Office Supplies,Storage,4/10/2014
FUR_CH10000422,Furniture,Chairs,1/14/2011
OFF_PA10003848,Office Supplies,Paper,6/17/2012
FUR_FU10003623,Furniture,Furnishings,6/17/2012
FUR_CH10001797,Furniture,Chairs,7/18/2011
OFF_BI10003094,Office Supplies,Binders,7/18/2011
OFF_ST10002205,Office Supplies,Storage,6/12/2011
FUR_TA10003238,Furniture,Tables,6/12/2011
FUR_FU10000755,Furniture,Furnishings,5/26/2013
OFF_PA10002893,Office Supplies,Paper,5/26/2013
OFF_ST10000689,Office Supplies,Storage,5/26/2013
TEC_AC10004227,Technology,Accessories,2/21/2013
OFF_BI10000174,Office Supplies,Binders,2/21/2013
OFF_ST10001809,Office Supplies,Storage,2/21/2013
OFF_BI10002309,Office Supplies,Binders,2/21/2013
OFF_AP10004532,Office Supplies,Appliances,3/10/2013
OFF_BI10003091,Office Supplies,Binders,3/18/2014
OFF_BI10004654,Office Supplies,Binders,9/14/2013
OFF_ST10000760,Office Supplies,Storage,7/14/2011
OFF_EN10001539,Office Supplies,Envelopes,6/21/2011
FUR_FU10000550,Furniture,Furnishings,6/21/2011
TEC_AC10003628,Technology,Accessories,6/21/2011
TEC_MA10004521,Technology,Machines,6/21/2011
OFF_AP10003860,Office Supplies,Appliances,6/21/2011
OFF_BI10000069,Office Supplies,Binders,6/21/2011
OFF_BI10003655,Office Supplies,Binders,5/7/2012
OFF_BI10001628,Office Supplies,Binders,12/17/2014
OFF_AP10003779,Office Supplies,Appliances,9/9/2013
OFF_BI10000666,Office Supplies,Binders,5/17/2011
OFF_AP10000828,Office Supplies,Appliances,10/14/2014
OFF_BI10002706,Office Supplies,Binders,10/24/2011
FUR_FU10004748,Furniture,Furnishings,6/12/2013
OFF_AP10000026,Office Supplies,Appliances,7/26/2013
OFF_BI10000773,Office Supplies,Binders,4/18/2014
TEC_MA10000822,Technology,Machines,4/18/2014
OFF_BI10001543,Office Supplies,Binders,4/18/2014
OFF_BI10003355,Office Supplies,Binders,4/18/2014
OFF_PA10002005,Office Supplies,Paper,4/18/2014
FUR_TA10004154,Furniture,Tables,9/17/2012
OFF_ST10002743,Office Supplies,Storage,8/24/2013
FUR_FU10004973,Furniture,Furnishings,8/24/2013
TEC_AC10002842,Technology,Accessories,8/24/2013
OFF_FA10002701,Office Supplies,Fasteners,8/11/2012
